"ID","EnterpriseEntryID","DefinitionSetID","Entry","EntryCode","EntryName","EntryMnemonic","IsInactiveFLAG","IsEnforcedFLAG","IsCurrentFLAG","EffectiveDT","SexDE"
"6093","333430","0","2549","82.29","EXC LES SFT TISS HND NEC","8229","0","1","1","1999-1-21T12:48:06","0"
"6148","333485","0","2604","83.39","EXC LES SOFT TISSUE NEC","8339","0","1","1","1999-1-21T12:48:15","0"
"6091","333428","0","2547","82.21","EXC LES TEND SHEATH HAND","8221","0","1","1","1999-1-21T12:48:05","0"
"6147","333484","0","2603","83.32","EXC LESION OF MUSCLE","8332","0","1","1","1999-1-21T12:48:15","0"
"4136","331473","0","592","22.62","EXC MAX SINUS LESION NEC","2262","0","1","1","1999-1-21T12:41:23","0"
"5720","333057","0","2176","77.74","EXC MC/CARPALS FOR GRAFT","7774","0","1","1","1999-1-21T12:47:10","0"
"4068","331405","0","524","20.51","EXC MIDDLE EAR LESION","2051","0","1","1","1999-1-21T12:41:12","0"
"3751","331088","0","207","08.22","EXC MINOR LES EYELID NEC","0822","0","1","1","1999-1-21T12:40:25","0"
"3753","331090","0","209","08.24","EXC MJ LES EYELID FTHICK","0824","0","1","1","1999-1-21T12:40:25","0"
"3752","331089","0","208","08.23","EXC MJ LES EYELID PTHICK","0823","0","1","1","1999-1-21T12:40:25","0"
"5724","333061","0","2180","77.78","EXC MT/TARSAL FOR GRAFT","7778","0","1","1","1999-1-21T12:47:10","0"
"4666","332003","0","1122","41.93","EXC OF ACCESSORY SPLEEN","4193","0","1","1","1999-1-21T12:44:33","0"
"4166","331503","0","622","24.4","EXC OF DENTAL LES OF JAW","244","0","1","1","1999-1-21T12:41:28","0"
"4923","332260","0","1379","49.46","EXC OF HEMORRHOIDS","4946","0","1","1","1999-1-21T12:45:11","0"
"4212","331549","0","668","27.43","EXC OF LIP LES/TISS NEC","2743","0","1","1","1999-1-21T12:41:34","0"
"5722","333059","0","2178","77.76","EXC PATELLA FOR GRAFT","7776","0","1","1","1999-1-21T12:47:10","0"
"4908","332245","0","1364","49.03","EXC PERIANAL SKIN TAGS","4903","0","1","1","1999-1-21T12:45:09","0"
"3726","331063","0","182","07.61","EXC PIT LES-TRANSFRONTAL","0761","0","1","1","1999-1-21T12:40:21","0"
"3727","331064","0","183","07.62","EXC PIT LES-TRANSSPHEN","0762","0","1","1","1999-1-21T12:40:21","0"
"5719","333056","0","2175","77.73","EXC RADIUS/ULNA FOR GRFT","7773","0","1","1","1999-1-21T12:47:10","0"
"5321","332658","0","1777","63.3","EXC SPERM CORD LES NEC","633","0","1","1","1999-1-21T12:46:11","0"
"5319","332656","0","1775","63.1","EXC SPERMATIC VARICOCELE","631","0","1","1","1999-1-21T12:46:11","0"
"3607","330944","0","63","03.4","EXC SPINAL CORD LESION","034","0","1","1","1999-1-21T12:40:01","0"
"4661","331998","0","1117","41.42","EXC SPLENIC LES OR TISS","4142","0","1","1","1999-1-21T12:44:32","0"
"5723","333060","0","2179","77.77","EXC TIB/FIB FOR GRAFT","7777","0","1","1","1999-1-21T12:47:10","0"
"4243","331580","0","699","28.92","EXC TONSIL & ADENOID LES","2892","0","1","1","1999-1-21T12:41:39","0"
"5300","332637","0","1756","61.92","EXC TUNICA VAG LES NEC","6192","0","1","1","1999-1-21T12:46:08","0"
"5473","332810","0","1929","69.19","EXC UTER/SUPP STRUCT NEC","6919","0","1","1","1999-1-21T12:46:34","0"
"5084","332421","0","1540","54.3","EXC/DESTR ABD WALL LES","543","0","1","1","1999-1-21T12:45:36","0"
"3568","330905","0","24","01.59","EXC/DESTR BRAIN LES NEC","0159","0","1","1","1999-1-21T12:39:55","0"
"4361","331698","0","817","34.4","EXC/DESTR CHEST WALL LES","344","0","1","1","1999-1-21T12:41:56","0"
"5418","332755","0","1874","66.61","EXC/DESTR FALL LES","6661","0","1","1","1999-1-21T12:46:26","0"
"4264","331601","0","720","30.09","EXC/DESTR LARYNX LES NEC","3009","0","1","1","1999-1-21T12:41:42","0"
"5507","332844","0","1963","70.32","EXC/DESTR LES CUL-DE-SAC","7032","0","1","1","1999-1-21T12:46:39","0"
"5085","332422","0","1541","54.4","EXC/DESTR PERITON TISS","544","0","1","1","1999-1-21T12:45:36","0"
"4253","331590","0","709","29.39","EXC/DESTR PHAR LES NEC","2939","0","1","1","1999-1-21T12:41:40","0"
"3910","331247","0","366","12.84","EXC/DESTR SCLERAL LESION","1284","0","1","1","1999-1-21T12:40:48","0"
"4176","331513","0","632","25.1","EXC/DESTR TONGUE LES","251","0","1","1","1999-1-21T12:41:29","0"
"5508","332845","0","1964","70.33","EXC/DESTR VAG LESION","7033","0","1","1","1999-1-21T12:46:39","0"
"7008","334345","0","3464","99.01","EXCHANGE TRANSFUSION","9901","0","1","1","1999-1-21T12:50:24","0"
"6146","333483","0","2602","83.31","EXCIS LES TENDON SHEATH","8331","0","1","1","1999-1-21T12:48:14","0"
"6016","333353","0","2472","80.97","EXCISION ANKLE JT NEC","8097","0","1","1","1999-1-21T12:47:54","0"
"6011","333348","0","2467","80.92","EXCISION ELBOW JT NEC","8092","0","1","1","1999-1-21T12:47:54","0"
"4023","331360","0","479","16.93","EXCISION EYE LESION NOS","1693","0","1","1","1999-1-21T12:41:05","0"
"6017","333354","0","2473","80.98","EXCISION FOOT JOINT NEC","8098","0","1","1","1999-1-21T12:47:54","0"
"6013","333350","0","2469","80.94","EXCISION HAND JOINT NEC","8094","0","1","1","1999-1-21T12:47:54","0"
"6092","333429","0","2548","82.22","EXCISION HAND MUSCLE LES","8222","0","1","1","1999-1-21T12:48:06","0"
"6014","333351","0","2470","80.95","EXCISION HIP JT NEC","8095","0","1","1","1999-1-21T12:47:54","0"
"6009","333346","0","2465","80.90","EXCISION JOINT NOS","8090","0","1","1","1999-1-21T12:47:53","0"
"6015","333352","0","2471","80.96","EXCISION KNEE JT NEC","8096","0","1","1","1999-1-21T12:47:54","0"
"4239","331576","0","695","28.5","EXCISION LINGUAL TONSIL","285","0","1","1","1999-1-21T12:41:38","0"
"4929","332266","0","1385","49.6","EXCISION OF ANUS","496","0","1","1","1999-1-21T12:45:12","0"
"4555","331892","0","1011","38.64","EXCISION OF AORTA","3864","0","1","1","1999-1-21T12:44:16","0"
"5294","332631","0","1750","61.2","EXCISION OF HYDROCELE","612","0","1","1","1999-1-21T12:46:07","0"
"3886","331223","0","342","12.42","EXCISION OF IRIS LESION","1242","0","1","1","1999-1-21T12:40:45","0"
"6018","333355","0","2474","80.99","EXCISION OF JOINT NEC","8099","0","1","1","1999-1-21T12:47:55","0"
"4213","331550","0","669","27.49","EXCISION OF MOUTH NEC","2749","0","1","1","1999-1-21T12:41:35","0"
"6239","333576","0","2695","85.25","EXCISION OF NIPPLE","8525","0","1","1","1999-1-21T12:48:28","0"
"6286","333623","0","2742","86.21","EXCISION OF PILONID CYST","8621","0","1","1","1999-1-21T12:48:35","0"
"3569","330906","0","25","01.6","EXCISION OF SKULL LESION","016","0","1","1","1999-1-21T12:39:55","0"
"4238","331575","0","694","28.4","EXCISION OF TONSIL TAG","284","0","1","1","1999-1-21T12:41:38","0"
"5194","332531","0","1650","57.51","EXCISION OF URACHUS","5751","0","1","1","1999-1-21T12:45:52","0"
"4227","331564","0","683","27.72","EXCISION OF UVULA","2772","0","1","1","1999-1-21T12:41:37","0"
"4551","331888","0","1007","38.60","EXCISION OF VESSEL NOS","3860","0","1","1","1999-1-21T12:44:16","0"
"4022","331359","0","478","16.92","EXCISION ORBITAL LESION","1692","0","1","1","1999-1-21T12:41:05","0"
"6010","333347","0","2466","80.91","EXCISION SHOULDER JT NEC","8091","0","1","1","1999-1-21T12:47:53","0"
"3683","331020","0","139","06.31","EXCISION THYROID LESION","0631","0","1","1","1999-1-21T12:40:13","0"
"6012","333349","0","2468","80.93","EXCISION WRIST JT NEC","8093","0","1","1","1999-1-21T12:47:54","0"
"4006","331343","0","462","16.51","EXENT ORBIT W RMVL ADJ","1651","0","1","1","1999-1-21T12:41:03","0"
"4405","331742","0","861","35.41","EXISTING SD ENLARGEMENT","3541","0","1","1","1999-1-21T12:42:03","0"
"3979","331316","0","435","15.09","EXOC MUSC DXTIC PX NEC","1509","0","1","1","1999-1-21T12:40:58","0"
"3983","331320","0","439","15.19","EXOC MUSC OP/DETACH NEC","1519","0","1","1","1999-1-21T12:40:59","0"
"3989","331326","0","445","15.5","EXOC MUSC TRANSPOSITION","155","0","1","1","1999-1-21T12:41:00","0"
"3991","331328","0","447","15.7","EXOC MUSCLE INJURY REP","157","0","1","1","1999-1-21T12:41:01","0"
"3978","331315","0","434","15.01","EXOC MUSCLE-TENDON BX","1501","0","1","1","1999-1-21T12:40:58","0"
"6806","334143","0","3262","94.37","EXPL VERBAL PSYCHTX","9437","0","1","1","1999-1-21T12:49:53","0"
"6083","333420","0","2539","82.01","EXPLOR TEND SHEATH HAND","8201","0","1","1","1999-1-21T12:48:04","0"
"5075","332412","0","1531","54.11","EXPLORATORY LAPAROTOMY","5411","0","1","1","1999-1-21T12:45:34","0"
"4345","331682","0","801","34.02","EXPLORATORY THORACOTOMY","3402","0","1","1","1999-1-21T12:41:54","0"
"4168","331505","0","624","24.6","EXPOSURE OF TOOTH","246","0","1","1","1999-1-21T12:41:28","0"
"4038","331375","0","494","18.6","EXT AUDIT CANAL RECONST","186","0","1","1","1999-1-21T12:41:08","0"
"4027","331364","0","483","18.02","EXT AUDITORY CANAL INC","1802","0","1","1","1999-1-21T12:41:06","0"
"4031","331368","0","487","18.19","EXT EAR DXTIC PX NEC","1819","0","1","1","1999-1-21T12:41:06","0"
"4676","332013","0","1132","42.19","EXT FIST OF ESOPH NEC","4219","0","1","1","1999-1-21T12:44:34","0"
"4127","331464","0","583","22.39","EXT MAX ANTROTOMY NEC","2239","0","1","1","1999-1-21T12:41:22","0"
"5572","332909","0","2028","73.91","EXT VERSION-ASSIST DEL","7391","0","1","1","1999-1-21T12:46:48","0"
"4171","331508","0","627","24.91","EXTEN BUCCOLABIAL/SULCUS","2491","0","1","1","1999-1-21T12:41:28","0"
"6833","334170","0","3289","95.03","EXTENDED OPHTH WORK-UP","9503","0","1","1","1999-1-21T12:49:57","0"
"4030","331367","0","486","18.12","EXTERNAL EAR BIOPSY","1812","0","1","1","1999-1-21T12:41:06","0"
"4028","331365","0","484","18.09","EXTERNAL EAR INC NEC","1809","0","1","1","1999-1-21T12:41:06","0"
"3933","331270","0","389","13.59","EXTRACAPS LENS EXTR NEC","1359","0","1","1","1999-1-21T12:40:52","0"
"4955","332292","0","1411","50.92","EXTRACORP HEP ASSISTANCE","5092","0","1","1","1999-1-21T12:45:17","0"
"4607","331944","0","1063","39.61","EXTRACORPOREAL CIRCULAT","3961","0","1","1","1999-1-21T12:44:24","0"
"5579","332916","0","2035","74.2","EXTRAPERITONEAL CD","742","0","1","1","1999-1-21T12:46:49","0"
"4004","331341","0","460","16.42","EYE ENUCLEAT W IMPL NEC","1642","0","1","1","1999-1-21T12:41:02","0"
"4003","331340","0","459","16.41","EYE ENUCLEAT W IMPL/MUSC","1641","0","1","1","1999-1-21T12:41:02","0"
"4001","331338","0","457","16.31","EYE EVISC W SYNCH IMPL","1631","0","1","1","1999-1-21T12:41:02","0"
"6838","334175","0","3294","95.09","EYE EXAMINATION NOS","9509","0","1","1","1999-1-21T12:49:58","0"
"6840","334177","0","3296","95.12","EYE FLUORESCEIN ANG","9512","0","1","1","1999-1-21T12:49:58","0"
"4000","331337","0","456","16.29","EYE/ORBIT DXTIC PX NEC","1629","0","1","1","1999-1-21T12:41:02","0"
"4020","331357","0","476","16.89","EYE/ORBIT INJ REPAIR NEC","1689","0","1","1","1999-1-21T12:41:05","0"
"3999","331336","0","455","16.23","EYEBALL & ORBIT BIOPSY","1623","0","1","1","1999-1-21T12:41:02","0"
"4005","331342","0","461","16.49","EYEBALL ENUCLEATION NEC","1649","0","1","1","1999-1-21T12:41:03","0"
"4002","331339","0","458","16.39","EYEBALL EVISCERATION NEC","1639","0","1","1","1999-1-21T12:41:02","0"
"3747","331084","0","203","08.11","EYELID BIOPSY","0811","0","1","1","1999-1-21T12:40:24","0"
"3791","331128","0","247","08.93","EYELID EPILATION NEC","0893","0","1","1","1999-1-21T12:40:30","0"
"3792","331129","0","248","08.99","EYELID OPERATION NEC","0899","0","1","1","1999-1-21T12:40:31","0"
"3788","331125","0","244","08.89","EYELID REPAIR NEC","0889","0","1","1","1999-1-21T12:40:30","0"
"6209","333546","0","2665","84.23","FA/WRIST/HAND REATTACH","8423","0","1","1","1999-1-21T12:48:24","0"
"5609","332946","0","2065","76.11","FACIAL BONE BIOPSY","7611","0","1","1","1999-1-21T12:46:54","0"
"5610","332947","0","2066","76.19","FACIAL BONE DXTIC PX NEC","7619","0","1","1","1999-1-21T12:46:54","0"
"5608","332945","0","2064","76.09","FACIAL BONE INCISION NEC","7609","0","1","1","1999-1-21T12:46:53","0"
"5619","332956","0","2075","76.46","FACIAL BONE RECONST NEC","7646","0","1","1","1999-1-21T12:46:55","0"
"5629","332966","0","2085","76.69","FACIAL BONE REPAIR NEC","7669","0","1","1","1999-1-21T12:46:56","0"
"5607","332944","0","2063","76.01","FACIAL BONE SEQUEST","7601","0","1","1","1999-1-21T12:46:53","0"
"6337","333674","0","2793","87.16","FACIAL BONE X-RAY NEC","8716","0","1","1","1999-1-21T12:48:43","0"
"5647","332984","0","2103","76.99","FACIAL BONE/JT OP NEC","7699","0","1","1","1999-1-21T12:46:59","0"
"6313","333650","0","2769","86.82","FACIAL RHYTIDECTOMY","8682","0","1","1","1999-1-21T12:48:39","0"
"3894","331231","0","350","12.59","FACILITAT INOC CIRCULAT","1259","0","1","1","1999-1-21T12:40:46","0"
"5566","332903","0","2022","73.3","FAILED FORCEPS","733","0","1","1","1999-1-21T12:46:47","0"
"5408","332745","0","1864","66.19","FALL TUBE DXTIC PX NEC","6619","0","1","1","1999-1-21T12:46:24","0"
"5427","332764","0","1883","66.8","FALL TUBE INSUFFLATION","668","0","1","1","1999-1-21T12:46:27","0"
"5426","332763","0","1882","66.79","FALL TUBE REPAIR NEC","6679","0","1","1","1999-1-21T12:46:27","0"
"5428","332765","0","1884","66.91","FALLOPIAN TUBE ASP","6691","0","1","1","1999-1-21T12:46:27","0"
"5407","332744","0","1863","66.11","FALLOPIAN TUBE BIOPSY","6611","0","1","1","1999-1-21T12:46:24","0"
"5433","332770","0","1889","66.96","FALLOPIAN TUBE DILATION","6696","0","1","1","1999-1-21T12:46:28","0"
"5435","332772","0","1891","66.99","FALLOPIAN TUBE OP NEC","6699","0","1","1","1999-1-21T12:46:28","0"
"6810","334147","0","3266","94.42","FAMILY THERAPY","9442","0","1","1","1999-1-21T12:49:54","0"
"6142","333479","0","2598","83.14","FASCIOTOMY","8314","0","1","1","1999-1-21T12:48:13","0"
"6089","333426","0","2545","82.12","FASCIOTOMY OF HAND","8212","0","1","1","1999-1-21T12:48:05","0"
"6384","333721","0","2840","87.89","FEMALE GENITAL X-RAY NEC","8789","0","1","1","1999-1-21T12:48:50","0"
"5693","333030","0","2149","77.45","FEMORAL BIOPSY","7745","0","1","1","1999-1-21T12:47:06","0"
"5683","333020","0","2139","77.35","FEMORAL DIVISION NEC","7735","0","1","1","1999-1-21T12:47:04","0"
"5653","332990","0","2109","77.05","FEMORAL SEQUESTRECTOMY","7705","0","1","1","1999-1-21T12:47:00","0"
"5673","333010","0","2129","77.25","FEMORAL WEDGE OSTEOTOMY","7725","0","1","1","1999-1-21T12:47:03","0"
"5929","333266","0","2385","79.95","FEMUR INJURY OP NOS","7995","0","1","1","1999-1-21T12:47:41","0"
"5589","332926","0","2045","75.33","FETAL BLOOD SAMPLING/BX","7533","0","1","1","1999-1-21T12:46:51","0"
"5588","332925","0","2044","75.32","FETAL EKG (SCALP)","7532","0","1","1","1999-1-21T12:46:50","0"
"5590","332927","0","2046","75.34","FETAL MONITORING NOS","7534","0","1","1","1999-1-21T12:46:51","0"
"5571","332908","0","2027","73.8","FETAL OPS-FACILITATE DEL","738","0","1","1","1999-1-21T12:46:48","0"
"4317","331654","0","773","33.22","FIBER-OPTIC BRONCHOSCOPY","3322","0","1","1","1999-1-21T12:41:50","0"
"6188","333525","0","2644","84.01","FINGER AMPUTATION","8401","0","1","1","1999-1-21T12:48:21","0"
"5928","333265","0","2384","79.94","FINGER INJURY OP NOS","7994","0","1","1","1999-1-21T12:47:41","0"
"6208","333545","0","2664","84.22","FINGER REATTACHMENT","8422","0","1","1","1999-1-21T12:48:24","0"
"6222","333559","0","2678","84.45","FIT ABOVE KNEE PROSTH","8445","0","1","1","1999-1-21T12:48:26","0"
"6220","333557","0","2676","84.43","FIT ARM PROSTHESIS NOS","8443","0","1","1","1999-1-21T12:48:25","0"
"6223","333560","0","2679","84.46","FIT BELOW KNEE PROSTH","8446","0","1","1","1999-1-21T12:48:26","0"
"5359","332696","0","1815","64.94","FIT EXT PENILE PROSTH","6494","0","1","1","1999-1-21T12:46:17","0"
"6224","333561","0","2680","84.47","FIT LEG PROSTHESIS NOS","8447","0","1","1","1999-1-21T12:48:26","0"
"6219","333556","0","2675","84.42","FIT LOW ARM/HAND PROSTH","8442","0","1","1","1999-1-21T12:48:25","0"
"6218","333555","0","2674","84.41","FIT UA/SHOULDER PROSTH","8441","0","1","1","1999-1-21T12:48:25","0"
"6864","334201","0","3320","95.48","FITTING OF HEARING AID","9548","0","1","1","1999-1-21T12:50:02","0"
"6047","333384","0","2503","81.42","FIVE-IN-ONE KNEE REPAIR","8142","0","1","1","1999-1-21T12:47:59","0"
"4149","331486","0","605","23.42","FIXED BRIDGE INSERTION","2342","0","1","1","1999-1-21T12:41:25","0"
"4780","332117","0","1236","45.24","FLEXIBLE SIGMOIDOSCOPY","4524","0","1","1","1999-1-21T12:44:50","0"
"5962","333299","0","2418","80.28","FOOT & TOE ARTHROSCOPY","8028","0","1","1","1999-1-21T12:47:46","0"
"5972","333309","0","2428","80.38","FOOT & TOE JOINT BIOPSY","8038","0","1","1","1999-1-21T12:47:48","0"
"5982","333319","0","2438","80.48","FOOT JOINT STRUCT DIV","8048","0","1","1","1999-1-21T12:47:49","0"
"6212","333549","0","2668","84.26","FOOT REATTACHMENT","8426","0","1","1","1999-1-21T12:48:24","0"
"6060","333397","0","2516","81.57","FOOT/TOE JOINT REPL","8157","0","1","1","1999-1-21T12:48:01","0"
"5997","333334","0","2453","80.78","FOOT/TOE SYNOVECTOMY","8078","0","1","1","1999-1-21T12:47:52","0"
"6728","334065","0","3184","93.29","FORCE CORRECT DEFORM NEC","9329","0","1","1","1999-1-21T12:49:42","0"
"6724","334061","0","3180","93.25","FORCED LIMB EXTENSION","9325","0","1","1","1999-1-21T12:49:41","0"
"5551","332888","0","2007","72.4","FORCEPS ROT FETAL HEAD","724","0","1","1","1999-1-21T12:46:45","0"
"5556","332893","0","2012","72.6","FORCEPS-AFTERCOMING HEAD","726","0","1","1","1999-1-21T12:46:46","0"
"6196","333533","0","2652","84.09","FOREQUARTER AMPUTATION","8409","0","1","1","1999-1-21T12:48:22","0"
"5156","332493","0","1612","56.51","FORM CUTAN ILEOURETEROST","5651","0","1","1","1999-1-21T12:45:47","0"
"5158","332495","0","1614","56.61","FORM CUTAN URETEROSTOMY","5661","0","1","1","1999-1-21T12:45:47","0"
"6305","333642","0","2761","86.69","FREE SKIN GRAFT NEC","8669","0","1","1","1999-1-21T12:48:38","0"
"6298","333635","0","2754","86.60","FREE SKIN GRAFT NOS","8660","0","1","1","1999-1-21T12:48:37","0"
"4615","331952","0","1071","39.91","FREEING OF VESSEL","3991","0","1","1","1999-1-21T12:44:25","0"
"4129","331466","0","585","22.42","FRONTAL SINUSECTOMY","2242","0","1","1","1999-1-21T12:41:22","0"
"4128","331465","0","584","22.41","FRONTAL SINUSOTOMY","2241","0","1","1","1999-1-21T12:41:22","0"
"6299","333636","0","2755","86.61","FTHICK HAND SKIN GRAFT","8661","0","1","1","1999-1-21T12:48:37","0"
"6301","333638","0","2757","86.63","FTHICK SKIN GRAFT NEC","8663","0","1","1","1999-1-21T12:48:37","0"
"6332","333669","0","2788","87.11","FULL-MOUTH X-RAY","8711","0","1","1","1999-1-21T12:48:42","0"
"6702","334039","0","3158","93.01","FUNCTIONAL PT EVALUATION","9301","0","1","1","1999-1-21T12:49:38","0"
"6839","334176","0","3295","95.11","FUNDUS PHOTOGRAPHY","9511","0","1","1","1999-1-21T12:49:58","0"
"4978","332315","0","1434","51.35","GALLBLADDER ANAST NEC","5135","0","1","1","1999-1-21T12:45:20","0"
"6380","333717","0","2836","87.82","GAS HYSTEROSALPINGOGRAM","8782","0","1","1","1999-1-21T12:48:49","0"
"3631","330968","0","87","04.05","GASSERIAN GANGLIONECTOMY","0405","0","1","1","1999-1-21T12:40:05","0"
"6890","334227","0","3346","96.31","GASTRIC COOLING","9631","0","1","1","1999-1-21T12:50:06","0"
"4741","332078","0","1197","44.19","GASTRIC DXTIC PX NEC","4419","0","1","1","1999-1-21T12:44:44","0"
"6891","334228","0","3347","96.32","GASTRIC FREEZING","9632","0","1","1","1999-1-21T12:50:06","0"
"6894","334231","0","3350","96.35","GASTRIC GAVAGE","9635","0","1","1","1999-1-21T12:50:06","0"
"6892","334229","0","3348","96.33","GASTRIC LAVAGE","9633","0","1","1","1999-1-21T12:50:06","0"
"4765","332102","0","1221","44.99","GASTRIC OPERATION NEC","4499","0","1","1","1999-1-21T12:44:48","0"
"4760","332097","0","1216","44.69","GASTRIC REPAIR NEC","4469","0","1","1","1999-1-21T12:44:47","0"
"6893","334230","0","3349","96.34","GASTRIC TUBE IRRIG NEC","9634","0","1","1","1999-1-21T12:50:06","0"
"4746","332083","0","1202","44.39","GASTROENTEROSTOMY NEC","4439","0","1","1","1999-1-21T12:44:45","0"
"4757","332094","0","1213","44.64","GASTROPEXY","4464","0","1","1","1999-1-21T12:44:46","0"
"4738","332075","0","1194","44.13","GASTROSCOPY NEC","4413","0","1","1","1999-1-21T12:44:44","0"
"4737","332074","0","1193","44.12","GASTROSCOPY THRU STOMA","4412","0","1","1","1999-1-21T12:44:43","0"
"4755","332092","0","1211","44.62","GASTROSTOMY CLOSURE","4462","0","1","1","1999-1-21T12:44:46","0"
"4720","332057","0","1176","43.19","GASTROSTOMY NEC","4319","0","1","1","1999-1-21T12:44:41","0"
"4718","332055","0","1174","43.0","GASTROTOMY","430","0","1","1","1999-1-21T12:44:41","0"
"4974","332311","0","1430","51.31","GB-TO-HEPATIC DUCT ANAST","5131","0","1","1","1999-1-21T12:45:20","0"
"4975","332312","0","1431","51.32","GB-TO-INTESTINE ANAST","5132","0","1","1","1999-1-21T12:45:20","0"
"4976","332313","0","1432","51.33","GB-TO-PANCREAS ANAST","5133","0","1","1","1999-1-21T12:45:20","0"
"4977","332314","0","1433","51.34","GB-TO-STOMACH ANAST","5134","0","1","1","1999-1-21T12:45:20","0"
"6535","333872","0","2991","89.7","GENERAL PHYSICAL EXAM","897","0","1","1","1999-1-21T12:49:12","0"
"6895","334232","0","3351","96.36","GI OSTOMY IRRIGATION","9636","0","1","1","1999-1-21T12:50:07","0"
"6680","334017","0","3136","92.04","GI SCAN & ISOTOPE STUDY","9204","0","1","1","1999-1-21T12:49:34","0"
"6901","334238","0","3357","96.43","GI TRACT INSTILL NEC","9643","0","1","1","1999-1-21T12:50:08","0"
"4162","331499","0","618","24.2","GINGIVOPLASTY","242","0","1","1","1999-1-21T12:41:27","0"
"3906","331243","0","362","12.79","GLAUCOMA PROCEDURE NEC","1279","0","1","1","1999-1-21T12:40:48","0"
"6850","334187","0","3306","95.26","GLAUCOMA TESTING","9526","0","1","1","1999-1-21T12:50:00","0"
"3564","330901","0","20","01.42","GLOBUS PALLIDUS OPS","0142","0","1","1","1999-1-21T12:39:54","0"
"3889","331226","0","345","12.51","GONIOPUNCT S GONIOPUNCT","1251","0","1","1","1999-1-21T12:40:45","0"
"3878","331215","0","334","12.31","GONIOSYNECHIAE LYSIS","1231","0","1","1","1999-1-21T12:40:44","0"
"3890","331227","0","346","12.52","GONIOTOMY S GONIOPUNCT","1252","0","1","1","1999-1-21T12:40:45","0"
"3891","331228","0","347","12.53","GONIOTOMY W GONIOPUNCT","1253","0","1","1","1999-1-21T12:40:45","0"
"4933","332270","0","1389","49.74","GRACILIS MUSC TRANSPL","4974","0","1","1","1999-1-21T12:45:13","0"
"3828","331165","0","284","10.42","GRFT CONJUNCT CUL-DE-SAC","1042","0","1","1","1999-1-21T12:40:36","0"
"4412","331749","0","868","35.60","GRFT REPAIR HRT SEPT NOS","3560","0","1","1","1999-1-21T12:42:04","0"
"6809","334146","0","3265","94.41","GT PSYCHOSEX DYSFUNCT","9441","0","1","1","1999-1-21T12:49:54","0"
"4159","331496","0","615","24.11","GUM BIOPSY","2411","0","1","1","1999-1-21T12:41:27","0"
"4163","331500","0","619","24.31","GUM LES/TISS EXCISION","2431","0","1","1","1999-1-21T12:41:27","0"
"4165","331502","0","621","24.39","GUM OPERATION NEC","2439","0","1","1","1999-1-21T12:41:27","0"
"4158","331495","0","614","24.0","GUM OR ALVEOLAR INCISION","240","0","1","1","1999-1-21T12:41:26","0"
"6497","333834","0","2953","89.26","GYNECOLOGIC EXAMINATION","8926","0","1","1","1999-1-21T12:49:06","0"
"6302","333639","0","2758","86.64","HAIR TRANSPLANT","8664","0","1","1","1999-1-21T12:48:38","0"
"5702","333039","0","2158","77.56","HAMMER TOE REPAIR","7756","0","1","1","1999-1-21T12:47:07","0"
"6098","333435","0","2554","82.35","HAND FASCIECTOMY NEC","8235","0","1","1","1999-1-21T12:48:06","0"
"5978","333315","0","2434","80.44","HAND JOINT STRUCT DIV","8044","0","1","1","1999-1-21T12:47:49","0"
"6110","333447","0","2566","82.54","HAND MUSCLE REATTACHMENT","8254","0","1","1","1999-1-21T12:48:08","0"
"6127","333464","0","2583","82.89","HAND PLASTIC OP NEC","8289","0","1","1","1999-1-21T12:48:11","0"
"6133","333470","0","2589","82.96","HAND SFT TISS INJECT NEC","8296","0","1","1","1999-1-21T12:48:12","0"
"6300","333637","0","2756","86.62","HAND SKIN GRAFT NEC","8662","0","1","1","1999-1-21T12:48:37","0"
"6100","333437","0","2556","82.39","HAND SOFT TISSUE EXC NEC","8239","0","1","1","1999-1-21T12:48:07","0"
"6134","333471","0","2590","82.99","HAND SOFT TISSUE OPS NEC","8299","0","1","1","1999-1-21T12:48:12","0"
"5993","333330","0","2449","80.74","HAND SYNOVECTOMY","8074","0","1","1","1999-1-21T12:47:51","0"
"6118","333455","0","2574","82.71","HAND TEND PULLEY RECONST","8271","0","1","1","1999-1-21T12:48:09","0"
"6107","333444","0","2563","82.51","HAND TENDON ADVANCEMENT","8251","0","1","1","1999-1-21T12:48:08","0"
"6109","333446","0","2565","82.53","HAND TENDON REATTACHMENT","8253","0","1","1","1999-1-21T12:48:08","0"
"6108","333445","0","2564","82.52","HAND TENDON RECESSION","8252","0","1","1","1999-1-21T12:48:08","0"
"6096","333433","0","2552","82.33","HAND TENONECTOMY NEC","8233","0","1","1","1999-1-21T12:48:06","0"
"5958","333295","0","2414","80.24","HAND/FINGER ARTHROSCOPY","8024","0","1","1","1999-1-21T12:47:46","0"
"5968","333305","0","2424","80.34","HAND/FINGER JOINT BIOPSY","8034","0","1","1","1999-1-21T12:47:47","0"
"6684","334021","0","3140","92.12","HEAD SCAN NEC","9212","0","1","1","1999-1-21T12:49:34","0"
"6331","333668","0","2787","87.09","HEAD SOFT TISS X-RAY NEC","8709","0","1","1","1999-1-21T12:48:42","0"
"6326","333663","0","2782","87.04","HEAD TOMOGRAPHY NEC","8704","0","1","1","1999-1-21T12:48:41","0"
"4505","331842","0","961","38.02","HEAD/NECK VESS INC NEC","3802","0","1","1","1999-1-21T12:44:08","0"
